read_name,mapping_cov,cigar,mapping_quality
ERR257715.23889734/1,1.45,101M,60
ERR257715.2064284/2,1.00,101M,60
ERR257715.2064284/1,1.00,101M,60
ERR257715.20520915/1,1.00,101M,60
ERR257715.20520915/2,1.00,101M,60
ERR257715.8170915/2,1.00,101M,60
ERR257715.16712369/2,1.72,101M,60
ERR257715.8170915/1,1.72,101M,60
ERR257715.6847742/1,1.79,101M,60
ERR257715.18675238/1,1.91,101M,60
ERR257715.23208355/2,1.84,101M,60
ERR257715.6847742/2,1.74,101M,60
ERR257715.18675238/2,1.58,101M,31
ERR257715.23208355/1,1.56,101M,41
ERR257715.16712369/1,1.00,92M9S,60
ERR257715.19388413/2,1.00,101M,60
ERR257715.19388413/1,1.81,101M,60
ERR257715.21025639/2,1.81,101M,59
ERR257715.21025639/1,1.00,101M,60
ERR257715.14502532/1,1.00,101M,60
ERR257715.29334275/2,1.89,101M,25
ERR257715.14502532/2,1.89,101M,51
ERR257715.29334275/1,1.00,101M,60
ERR257715.20480988/2,1.89,101M,60
ERR257715.1702880/2,1.89,101M,60
ERR257715.17361080/2,1.00,101M,56
ERR257715.17361080/1,1.00,101M,60
ERR257715.11067162/1,1.00,101M,19
ERR257715.20511680/2,1.00,101M,60
ERR257715.13070347/1,1.62,101M,60
ERR257715.20511680/1,1.62,101M,25
ERR257715.24119126/2,1.32,101M,60
ERR257715.13070347/2,1.53,101M,60
ERR257715.24119126/1,1.56,101M,60
ERR257715.9515507/2,1.35,101M,60
ERR257715.9515507/1,1.00,101M,60
ERR257715.6875556/1,1.21,101M,60
ERR257715.18926666/2,1.49,101M,51
ERR257715.18947891/1,1.15,101M,60
ERR257715.33714715/1,1.00,101M,60
ERR257715.33714715/2,1.00,101M,60
ERR257715.15163989/1,1.00,51M50H,5
ERR257715.2523142/2,1.75,101M,60
ERR257715.15163989/2,1.75,101M,60
ERR257715.2523142/1,1.56,101M,60
ERR257715.15163989/1,2.00,57M44S,35
ERR257715.14888059/1,2.10,90M11S,60
ERR257715.16928031/1,2.26,101M,60
ERR257715.14888059/2,3.52,33M68H,2
ERR257715.201616/1,2.76,45M56H,19
ERR257715.16928031/2,1.65,101M,60
ERR257715.27951865/1,1.65,101M,60
ERR257715.27951865/2,1.04,101M,60
ERR257715.14888059/2,1.05,73M28S,60
ERR257715.201616/2,1.00,101M,60
ERR257715.201616/1,1.00,61M40S,60
ERR257715.24920747/1,1.00,101M,60
ERR257715.24920747/2,1.00,101M,60
ERR257715.3246450/2,1.00,101M,60
ERR257715.35233129/1,1.86,101M,53
ERR257715.3246450/1,1.86,101M,26
ERR257715.35233129/2,1.00,101M,25
ERR257715.1422655/2,1.70,101M,30
ERR257715.1422655/1,2.05,101M,30
ERR257715.29999602/2,1.45,101M,60
ERR257715.26085669/2,1.82,101M,60
ERR257715.29999602/1,2.34,101M,60
ERR257715.9368891/1,2.34,101M,60
ERR257715.9368891/2,1.73,101M,60
ERR257715.7612239/2,1.11,101M,60
ERR257715.7612239/1,1.76,101M,60
ERR257715.8606479/2,1.76,101M,60
ERR257715.8606479/1,1.00,101M,60
ERR257715.20108011/2,1.07,2S99M,60
ERR257715.26309562/1,1.07,101M,58
ERR257715.20108011/1,1.00,101M,60
ERR257715.26309562/2,1.00,101M,60
ERR257715.14086715/1,1.00,101M,60
ERR257715.15721577/1,1.00,101M,60
ERR257715.14086715/2,1.50,101M,60
ERR257715.15721577/2,1.50,101M,60
ERR257715.25736568/2,1.00,101M,60
ERR257715.25736568/1,1.00,101M,60
ERR257715.8061612/2,1.00,101M,60
ERR257715.8061612/1,1.00,101M,60
ERR257715.15915640/1,1.00,101M,60
ERR257715.15915640/2,1.00,101M,60
ERR257715.8919650/1,1.04,101M,60
ERR257715.33201026/1,1.04,101M,60
ERR257715.8919650/2,1.00,101M,27
ERR257715.16157495/1,1.49,101M,47
ERR257715.33201026/2,1.49,101M,60
ERR257715.16157495/2,1.00,101M,60
ERR257715.27944355/2,1.00,101M,60
ERR257715.27944355/1,1.00,101M,60
ERR257715.12425720/2,1.00,101M,60
ERR257715.12425720/1,1.00,101M,60
ERR257715.34338541/2,2.46,62S39M,52
ERR257715.34338541/1,2.19,4S97M,60
ERR257715.9719202/2,1.93,101M,60
ERR257715.9719202/1,1.00,101M,60
ERR257715.22487383/1,1.00,101M,13
ERR257715.31505099/1,1.00,48M1I52M,60
ERR257715.22487383/2,1.16,101M,60
ERR257715.31505099/2,1.18,10S91M,60
ERR257715.34326435/1,1.22,101M,60
ERR257715.27629014/1,1.22,101M,60
ERR257715.34326435/2,2.86,101M,60
ERR257715.27629014/2,2.89,101M,60
ERR257715.35129894/2,2.81,101M,60
ERR257715.35129894/1,1.00,101M,60
ERR257715.16018420/1,1.00,101M,60
ERR257715.16018420/2,1.00,101M,59
ERR257715.14751395/2,1.00,101M,60
ERR257715.14751395/1,1.00,101M,60
ERR257715.20593297/1,1.00,101M,60
ERR257715.20593297/2,1.75,101M,60
ERR257715.33565723/2,1.75,101M,60
ERR257715.33565723/1,1.00,101M,60
ERR257715.10643048/2,1.00,101M,46
ERR257715.10643048/1,1.00,101M,49
ERR257715.8195614/1,1.13,101M,60
ERR257715.8195614/2,1.13,101M,58
ERR257715.25055734/1,1.16,101M,45
ERR257715.221623/2,1.16,101M,37
ERR257715.25055734/2,1.00,101M,60
ERR257715.221623/1,1.00,101M,60
ERR257715.25766676/2,1.00,101M,60
ERR257715.25766676/1,1.00,101M,60
ERR257715.33117955/2,1.00,101M,50
ERR257715.23610041/1,1.65,101M,51
ERR257715.33117955/1,1.65,101M,60
ERR257715.16527285/1,1.65,101M,60
ERR257715.28420529/2,2.11,101M,60
ERR257715.23610041/2,1.67,101M,60
ERR257715.31856166/1,1.78,101M,60
ERR257715.2237819/2,1.78,101M,60
ERR257715.32716369/2,3.53,101M,60
ERR257715.1891876/1,4.68,101M,60
ERR257715.25635921/1,4.86,101M,42
ERR257715.32716369/1,4.86,101M,60
ERR257715.22613802/2,4.67,101M,33
ERR257715.31856166/2,4.44,101M,60
ERR257715.22613802/1,1.45,101M,60
ERR257715.1891876/2,2.08,101M,60
ERR257715.10595841/2,2.37,101M,51
ERR257715.4328624/2,2.29,101M,51
ERR257715.10595841/1,1.93,101M,60
ERR257715.4328624/1,1.93,101M,60
ERR257715.18135772/2,1.00,101M,60
ERR257715.18135772/1,1.00,101M,60
ERR257715.12268093/1,1.00,98M3S,60
ERR257715.33762120/1,2.56,101M,60
ERR257715.27423229/1,2.99,101M,60
ERR257715.858878/1,3.01,101M,60
ERR257715.33762120/2,2.37,101M,26
ERR257715.11271932/1,2.50,101M,60
ERR257715.11470909/2,2.69,101M,60
ERR257715.31895335/2,3.00,64H37M,2
ERR257715.8513682/2,2.04,83M18S,60
ERR257715.2008850/2,2.00,101M,60
ERR257715.8513682/1,2.00,101M,60
ERR257715.29041434/1,2.18,101M,60
ERR257715.2008850/1,2.19,101M,60
ERR257715.27646077/1,1.68,101M,60
ERR257715.25922687/1,1.50,101M,60
ERR257715.29041434/2,2.38,101M,60
ERR257715.27646077/2,2.83,101M,60
ERR257715.31895335/2,3.15,28S73M,54
ERR257715.25922687/2,2.45,101M,60
ERR257715.15251238/1,1.46,101M,60
ERR257715.31895335/1,1.43,101M,60
ERR257715.6218662/2,1.43,101M,60
ERR257715.29915226/1,1.01,28M2I71M,60
ERR257715.6218662/1,1.01,101M,60
ERR257715.29915226/2,1.00,101M,60
ERR257715.21668014/1,1.00,101M,60
ERR257715.4448362/2,1.66,101M,13
ERR257715.6839192/1,2.05,101M,60
ERR257715.21668014/2,1.78,101M,60
ERR257715.4448362/1,1.30,101M,50
ERR257715.27675450/2,1.84,101M,60
ERR257715.1051765/2,1.86,2S99M,60
ERR257715.1051765/1,1.64,101M,60
ERR257715.27675450/1,1.99,101M,60
ERR257715.29722505/1,1.43,101M,36
ERR257715.11824846/2,1.51,101M,60
ERR257715.27530709/1,2.71,101M,60
ERR257715.11824846/1,3.15,101M,54
ERR257715.29722505/2,3.15,101M,60
ERR257715.1454549/2,2.68,101M,60
ERR257715.27283018/2,2.24,101M,31
ERR257715.546494/2,3.49,101M,60
ERR257715.27530709/2,3.53,101M,60
ERR257715.1454549/1,3.42,101M,60
ERR257715.27283018/1,2.61,101M,52
ERR257715.546494/1,2.22,101M,60
ERR257715.19717817/2,1.15,101M,26
ERR257715.1654942/1,1.00,101M,60
ERR257715.1654942/2,1.00,101M,60
ERR257715.15268402/2,1.20,80M1I20M,60
ERR257715.1915270/1,1.20,101M,60
ERR257715.15268402/1,1.55,101M,60
ERR257715.1915270/2,2.66,101M,60
ERR257715.32131525/2,2.66,101M,60
ERR257715.5152477/2,2.56,101M,60
ERR257715.5152477/1,1.60,101M,60
ERR257715.32131525/1,1.60,101M,60
ERR257715.16213312/2,1.00,101M,60
ERR257715.16213312/1,1.23,101M,60
ERR257715.31504459/2,2.05,101M,60
ERR257715.25634390/1,2.37,101M,13
ERR257715.26938440/1,2.28,101M,45
ERR257715.10124094/2,1.75,101M,60
ERR257715.31504459/1,2.66,101M,37
ERR257715.25634390/2,2.66,101M,60
ERR257715.26938440/2,2.33,101M,60
ERR257715.10124094/1,1.20,101M,60
ERR257715.16470909/2,2.83,101M,60
ERR257715.29750266/2,2.98,5S96M,60
ERR257715.19024043/1,2.93,101M,60
ERR257715.1000334/2,1.47,101M,60
ERR257715.16470909/1,1.69,101M,56
ERR257715.6580321/1,2.30,101M,60
ERR257715.35052346/1,2.20,101M,60
ERR257715.4561883/2,1.29,101M,60
ERR257715.35052346/2,1.96,101M,60
ERR257715.6580321/2,1.67,101M,60
ERR257715.4561883/1,1.00,101M,60
ERR257715.20954903/2,1.00,101M,60
ERR257715.25687302/2,1.88,101M,60
ERR257715.25687302/1,2.02,101M,60
ERR257715.6403565/2,1.50,101M,60
ERR257715.13913197/1,1.00,101M,60
ERR257715.13913197/2,1.00,101M,60
ERR257715.21278510/2,1.00,101M,60
ERR257715.21278510/1,1.00,101M,60
ERR257715.1637948/2,1.69,34S67M,60
ERR257715.1637948/1,1.46,101M,60
ERR257715.18861422/2,2.28,101M,60
ERR257715.6757304/1,2.86,101M,60
ERR257715.23239862/1,2.86,101M,60
ERR257715.1637948/2,2.40,59H42M,17
ERR257715.18861422/1,2.41,97M4S,60
ERR257715.30155189/1,2.80,5S96M,43
ERR257715.6757304/2,2.76,101M,60
ERR257715.23239862/2,2.50,101M,60
ERR257715.30155189/2,1.00,101M,60
ERR257715.6403565/1,1.00,101M,49
ERR257715.26062649/2,1.57,101M,60
ERR257715.30767082/1,1.57,101M,60
ERR257715.21542232/2,1.35,95M6S,25
ERR257715.2705819/2,4.83,101M,13
ERR257715.10054320/2,5.04,101M,13
ERR257715.21542232/1,5.00,101M,13
ERR257715.22112719/1,3.49,101M,50
ERR257715.2705819/1,1.15,101M,1
ERR257715.10054320/1,1.39,101M,30
ERR257715.22112719/2,1.60,101M,38
ERR257715.21169368/2,1.22,101M,60
ERR257715.21169368/1,1.50,101M,60
ERR257715.14530627/2,1.69,101M,60
ERR257715.14530627/1,1.19,101M,60
ERR257715.31164567/1,1.00,101M,60
ERR257715.31164567/2,1.00,101M,53
ERR257715.19874804/2,1.00,101M,60
ERR257715.19874804/1,1.98,101M,60
ERR257715.28586666/2,2.33,101M,60
ERR257715.28586666/1,2.00,101M,60
ERR257715.21088914/2,1.62,101M,53
ERR257715.4202130/1,1.62,101M,60
ERR257715.34071372/2,1.43,101M,45
ERR257715.21088914/1,1.43,101M,60
ERR257715.34071372/1,1.00,101M,60
ERR257715.1189552/1,1.00,101M,60
ERR257715.12853486/1,1.61,101M,60
ERR257715.12853486/2,1.85,101M,60
ERR257715.1189552/2,1.35,69M32S,60
ERR257715.35069605/1,1.83,101M,60
ERR257715.9916585/2,1.83,101M,60
ERR257715.35069605/2,2.31,101M,60
ERR257715.9916585/1,2.56,101M,48
ERR257715.24243320/2,2.39,101M,60
ERR257715.24243320/1,1.00,101M,60
ERR257715.18920599/2,1.22,97M4S,14
ERR257715.26249392/1,1.20,89M1D12M,52
ERR257715.26249392/2,1.00,101M,36
ERR257715.25036905/2,1.10,101M,41
ERR257715.22915236/2,1.49,101M,58
ERR257715.25036905/1,1.54,101M,60
ERR257715.27626051/2,1.96,101M,60
ERR257715.25037007/1,2.38,101M,28
ERR257715.22915236/1,2.33,101M,60
ERR257715.27626051/1,1.61,101M,60
ERR257715.25037007/2,1.61,101M,60
ERR257715.21857385/1,1.13,101M,60
ERR257715.25060945/1,1.23,101M,60
ERR257715.28623642/2,2.17,101M,60
ERR257715.18941707/2,2.57,101M,60
ERR257715.21857385/2,2.57,101M,60
ERR257715.25060945/2,1.52,101M,60
ERR257715.28623642/1,1.97,101M,60
ERR257715.18941707/1,1.56,101M,60
ERR257715.16398547/2,1.00,101M,52
ERR257715.16398547/1,1.00,101M,60
ERR257715.2905145/2,1.00,101M,60
ERR257715.2905145/1,1.00,101M,60
ERR257715.11976940/2,1.91,101M,60
ERR257715.18054854/1,1.91,101M,60
ERR257715.31542778/2,2.59,101M,60
ERR257715.11976940/1,2.63,101M,60
ERR257715.18054854/2,2.52,87M14S,60
ERR257715.31542778/1,1.00,101M,60
ERR257715.12187743/2,1.00,101M,60
ERR257715.12187743/1,1.00,101M,60
ERR257715.32583579/1,1.00,101M,10
ERR257715.9228185/2,1.00,101M,60
ERR257715.8944128/1,1.04,101M,60
ERR257715.9228185/1,1.04,101M,60
ERR257715.8944128/2,1.00,101M,51
ERR257715.26049599/2,1.00,101M,60
ERR257715.26228681/2,1.99,101M,60
ERR257715.26049599/1,1.99,101M,35
ERR257715.26228681/1,1.90,101M,58
ERR257715.23554178/2,2.77,101M,60
ERR257715.27180906/2,3.00,101M,60
ERR257715.25966921/1,2.74,101M,60
ERR257715.27131570/2,1.90,101M,43
ERR257715.23554178/1,1.19,101M,60
ERR257715.25966921/2,2.54,101M,60
ERR257715.27131570/1,2.77,101M,60
ERR257715.27180906/1,2.77,101M,60
ERR257715.18116805/2,1.00,101M,60
ERR257715.18116805/1,1.00,101M,60
ERR257715.4770412/1,1.00,101M,60
ERR257715.4770412/2,1.33,101M,60
ERR257715.26601574/2,1.62,40S48M13S,14
ERR257715.15442344/1,2.03,101M,60
ERR257715.18112355/1,2.00,101M,60
ERR257715.34354902/1,1.74,101M,60
ERR257715.8695654/2,2.65,101M,26
ERR257715.335841/1,1.26,101M,10
ERR257715.5534867/2,1.00,101M,60
ERR257715.31892108/2,1.17,101M,60
ERR257715.5534867/1,1.17,101M,60
ERR257715.31892108/1,1.77,101M,60
ERR257715.21650732/1,1.77,101M,59
ERR257715.21650732/2,1.00,101M,60
ERR257715.24769349/1,1.00,101M,60
ERR257715.24769349/2,1.00,101M,60
ERR257715.26310198/2,1.83,30S71M,60
ERR257715.26310198/1,1.58,101M,60
ERR257715.13688296/2,1.00,101M,60
ERR257715.13688296/1,1.46,101M,60
ERR257715.4780377/1,1.80,101M,60
ERR257715.24810609/2,1.35,101M,60
ERR257715.4780377/2,1.97,101M,60
ERR257715.24810609/1,1.97,101M,60
ERR257715.21297252/2,1.00,101M,34
ERR257715.681445/2,1.44,101M,60
ERR257715.30804696/1,2.06,101M,60
ERR257715.17465972/2,2.11,101M,56
ERR257715.21297252/1,2.23,37S64M,39
ERR257715.681445/1,1.52,101M,60
ERR257715.30804696/2,2.11,101M,60
ERR257715.17465972/1,1.80,101M,60
ERR257715.1637834/1,1.78,101M,60
ERR257715.3075168/1,1.78,101M,60
ERR257715.1637834/2,1.34,101M,60
ERR257715.3075168/2,2.47,101M,60
ERR257715.9522467/2,2.93,101M,52
ERR257715.25805997/2,3.29,101M,60
ERR257715.6060704/1,3.05,101M,60
ERR257715.9522467/1,2.57,101M,60
ERR257715.25805997/1,1.83,101M,60
ERR257715.21090291/1,1.90,101M,60
ERR257715.6060704/2,1.07,101M,60
ERR257715.34232657/2,1.67,91M10S,3
ERR257715.21090291/2,1.60,101M,37
ERR257715.34232657/1,1.00,101M,46
ERR257715.13952975/1,1.94,101M,60
ERR257715.20882201/1,1.94,101M,60
ERR257715.13952975/2,1.90,101M,37
ERR257715.3490423/2,1.90,101M,56
ERR257715.3490423/1,1.00,101M,60
ERR257715.33689020/1,1.00,101M,60
ERR257715.33689020/2,1.00,101M,50
ERR257715.10872049/1,1.00,101M,60
ERR257715.10872049/2,1.00,101M,60
ERR257715.120685/1,1.00,101M,60
ERR257715.120685/2,1.00,101M,60
ERR257715.1213261/2,1.00,101M,30
ERR257715.19830978/2,1.00,101M,46
ERR257715.10999984/2,1.59,101M,45
ERR257715.26388365/1,1.92,101M,14
ERR257715.5735029/2,1.65,101M,60
ERR257715.10999984/1,1.38,101M,60
ERR257715.877146/1,2.50,101M,60
ERR257715.26388365/2,2.55,101M,60
ERR257715.5735029/1,2.26,3S98M,60
ERR257715.11550957/1,1.00,101M,60
ERR257715.11550957/2,0.99,9M1D92M,60
ERR257715.12734675/1,1.00,101M,60
ERR257715.9302302/2,1.99,101M,25
ERR257715.9471247/1,1.99,101M,57
ERR257715.12734675/2,1.99,101M,57
ERR257715.27535911/2,1.99,101M,60
ERR257715.9471247/2,2.02,101M,56
ERR257715.9302302/1,2.04,101M,60
ERR257715.23763806/1,1.10,101M,60
ERR257715.23763806/2,1.00,101M,60
ERR257715.24871184/1,2.19,101M,39
ERR257715.1608259/1,2.51,101M,2
ERR257715.28563882/2,2.78,101M,60
ERR257715.1564936/2,3.40,101M,38
ERR257715.30682136/2,3.40,101M,22
ERR257715.1608259/2,3.08,101M,36
ERR257715.28563882/1,1.99,101M,60
ERR257715.1564936/1,1.99,101M,51
ERR257715.22076648/1,1.13,101M,60
ERR257715.33850244/1,1.00,101M,60
ERR257715.22076648/2,1.00,101M,60
ERR257715.2501973/1,1.00,101M,5
ERR257715.31154879/1,1.00,101M,60
ERR257715.5072098/2,1.97,101M,60
ERR257715.31154879/2,1.97,101M,60
ERR257715.5072098/1,1.92,101M,60
ERR257715.18452289/1,1.92,101M,60
ERR257715.18452289/2,1.00,101M,60
ERR257715.16704913/1,1.40,101M,60
ERR257715.24101329/2,1.40,101M,47
ERR257715.16704913/2,1.67,101M,60
ERR257715.27646591/2,2.28,101M,60
ERR257715.24101329/1,2.16,101M,60
ERR257715.27646591/1,1.31,101M,59
ERR257715.15367006/2,1.76,101M,60
ERR257715.8776863/2,1.46,101M,60
ERR257715.15367006/1,1.00,101M,60
ERR257715.8776863/1,1.22,101M,60
ERR257715.23858961/2,1.22,101M,60
ERR257715.23858961/1,1.00,101M,60
ERR257715.10839685/1,1.00,101M,60
ERR257715.1897157/1,2.13,92M9S,60
ERR257715.28727802/1,2.19,101M,60
ERR257715.10839685/2,1.53,101M,57
ERR257715.4147324/1,4.18,31M3D70M,60
ERR257715.31440414/1,4.18,31M3D70M,60
ERR257715.1897157/2,4.30,101M,60
ERR257715.28727802/2,4.26,101M,60
ERR257715.31440414/2,2.92,101M,60
ERR257715.4147324/2,1.75,101M,60
ERR257715.34124313/1,1.83,9S92M,60
ERR257715.11699374/2,1.00,101M,60
ERR257715.11699374/1,1.94,101M,60
ERR257715.34124313/2,2.23,101M,54
ERR257715.23009980/1,2.06,71M30S,14
ERR257715.23679187/1,1.67,101M,60
ERR257715.23009980/2,1.67,101M,60
ERR257715.23679187/2,2.61,101M,47
ERR257715.24059721/2,3.09,101M,60
ERR257715.7037480/2,3.09,101M,13
ERR257715.34472475/2,2.48,101M,60
ERR257715.24059721/1,1.65,101M,60
ERR257715.7037480/1,1.42,101M,26
ERR257715.34472475/1,1.69,101M,60
ERR257715.2375220/1,1.59,101M,57
ERR257715.12066926/2,1.69,101M,53
ERR257715.13676963/1,1.00,101M,60
ERR257715.13517974/1,1.00,96M5S,17
ERR257715.4468440/2,2.78,43S58M,27
ERR257715.26373296/1,2.63,101M,60
ERR257715.34497829/1,3.00,59S42M,10
ERR257715.15058463/1,2.57,101M,60
ERR257715.13517974/2,2.54,101M,60
ERR257715.34497829/2,2.28,101M,24
ERR257715.4468440/1,1.30,101M,35
ERR257715.15058463/2,1.00,101M,60
ERR257715.13569644/2,1.00,101M,60
ERR257715.31510624/1,1.81,101M,60
ERR257715.16324681/2,2.02,101M,60
ERR257715.13569644/1,1.25,101M,60
ERR257715.31510624/2,2.20,101M,60
ERR257715.32717163/2,3.18,101M,60
ERR257715.34230842/1,3.46,101M,60
ERR257715.34325160/1,3.46,101M,60
ERR257715.13899892/2,2.15,101M,60
ERR257715.32717163/1,3.65,101M,60
ERR257715.16324681/1,4.00,101M,11
ERR257715.13899892/1,4.01,101M,11
ERR257715.32650625/2,4.01,101M,34
ERR257715.34230842/2,2.43,101M,60
ERR257715.34325160/2,2.43,101M,60
ERR257715.18226577/1,1.76,101M,60
ERR257715.31216350/2,4.41,101M,60
ERR257715.967823/1,5.44,101M,60
ERR257715.24685443/2,5.53,101M,4
ERR257715.6141214/1,5.55,101M,13
ERR257715.29427003/2,5.53,101M,60
ERR257715.20771012/1,5.39,101M,60
ERR257715.4474860/2,1.84,101M,60
ERR257715.15645482/2,2.11,101M,36
ERR257715.14627166/2,1.86,101M,43
ERR257715.15645482/1,1.32,101M,14
ERR257715.31989091/2,1.96,16S85M,26
ERR257715.3527261/1,1.81,101M,60
ERR257715.31989091/1,2.52,101M,60
ERR257715.27095701/1,2.70,101M,60
ERR257715.25078343/1,2.58,101M,60
ERR257715.26340165/1,1.44,101M,60
ERR257715.25078343/2,2.38,101M,60
ERR257715.27095701/2,2.44,101M,60
ERR257715.2014383/2,2.44,101M,60
ERR257715.26340165/2,1.56,101M,60
ERR257715.2014383/1,1.26,101M,60
ERR257715.10221475/2,1.00,101M,60
ERR257715.10221475/1,1.00,7S94M,60
ERR257715.30207133/2,1.55,101M,60
ERR257715.30207133/1,1.55,101M,60
ERR257715.2234046/2,1.00,101M,60
ERR257715.2234046/1,1.00,101M,60
ERR257715.19002958/1,1.54,101M,60
ERR257715.19313171/1,1.54,101M,60
ERR257715.19002958/2,2.51,101M,60
ERR257715.9072613/2,2.53,101M,60
ERR257715.19313171/2,2.09,101M,60
ERR257715.25268831/2,1.36,101M,60
ERR257715.7066893/2,1.52,101M,26
ERR257715.25268831/1,3.71,101M,60
ERR257715.11207328/1,4.05,101M,60
ERR257715.11846511/1,4.05,101M,60
ERR257715.15095168/2,3.88,101M,60
ERR257715.35337121/2,2.72,89M12S,38
ERR257715.25673326/2,1.68,101M,52
ERR257715.25673326/1,1.00,101M,50
ERR257715.19738502/2,1.00,101M,60
ERR257715.19738502/1,2.21,101M,56
ERR257715.31667581/2,2.57,101M,60
ERR257715.6479300/2,2.51,101M,60
ERR257715.25436723/1,1.95,101M,60
ERR257715.6479300/1,2.24,101M,60
ERR257715.31667581/1,1.77,26M1D75M,60
ERR257715.25436723/2,1.08,101M,29
ERR257715.1000765/1,1.08,101M,60
ERR257715.1000765/2,1.84,101M,60
ERR257715.18718212/2,1.84,101M,60
ERR257715.18718212/1,1.00,101M,60
ERR257715.34448401/2,1.00,101M,60
ERR257715.34448401/1,2.91,101M,60
ERR257715.6486642/1,2.94,101M,60
ERR257715.3350511/1,2.91,101M,60
ERR257715.3350511/2,2.05,101M,60
ERR257715.28665913/2,2.40,101M,60
ERR257715.6486642/2,2.14,101M,60
ERR257715.28665913/1,1.00,101M,60
ERR257715.26217444/2,1.00,101M,60
ERR257715.26217444/1,1.07,101M,60
ERR257715.24980350/2,1.07,101M,35
ERR257715.9657805/1,1.14,101M,60
ERR257715.24980350/1,1.14,101M,14
ERR257715.9657805/2,1.12,19M1D82M,60
ERR257715.33127411/2,1.13,101M,59
ERR257715.33127411/1,1.96,101M,60
ERR257715.24806026/1,2.19,101M,60
ERR257715.24806026/2,1.60,101M,60
ERR257715.34219506/2,1.00,101M,60
ERR257715.34219506/1,1.84,101M,60
ERR257715.14622403/2,1.84,101M,60
ERR257715.33160952/1,1.48,101M,60
ERR257715.24925889/2,1.85,101M,60
ERR257715.14622403/1,1.38,101M,60
ERR257715.33160952/2,1.09,101M,26
ERR257715.7818980/1,1.95,101M,60
ERR257715.24925889/1,1.86,101M,60
ERR257715.7818980/2,1.00,101M,60
ERR257715.32147439/2,1.83,101M,26
ERR257715.10294500/1,1.83,101M,44
ERR257715.32147439/1,1.75,101M,58
ERR257715.10294500/2,1.75,101M,60
ERR257715.28065895/2,1.00,101M,60
ERR257715.33824947/2,1.85,97M4S,60
ERR257715.28065895/1,1.86,101M,60
ERR257715.33824947/1,1.05,101M,60
ERR257715.17959531/1,1.95,101M,60
ERR257715.17602418/1,1.95,101M,60
ERR257715.17602418/2,1.79,101M,60
ERR257715.17959531/2,1.79,101M,53
ERR257715.32049255/1,2.42,101M,24
ERR257715.9323377/2,2.63,101M,60
ERR257715.11651216/1,2.37,101M,60
ERR257715.11651216/2,2.37,101M,56
ERR257715.32049255/2,2.37,101M,60
ERR257715.27252333/1,2.26,101M,60
ERR257715.9323377/1,2.01,101M,60
ERR257715.23443941/1,1.00,101M,60
ERR257715.10469517/1,2.00,56S45M,17
ERR257715.10469517/2,1.90,51S50M,18
ERR257715.30115408/2,1.43,101M,60
ERR257715.23443941/2,1.43,101M,60
ERR257715.33706189/1,1.32,101M,60
ERR257715.30115408/1,2.32,101M,60
ERR257715.25347213/1,2.83,101M,13
ERR257715.20105731/1,2.83,101M,35
ERR257715.33706189/2,2.08,101M,51
ERR257715.25347213/2,1.69,101M,60
ERR257715.20105731/2,1.69,101M,60
ERR257715.24388894/2,1.00,101M,60
ERR257715.34881641/2,1.00,101M,60
ERR257715.22094969/1,1.63,101M,60
ERR257715.24388894/1,2.13,101M,60
ERR257715.34881641/1,1.75,101M,60
ERR257715.22094969/2,1.00,101M,60
ERR257715.24620245/2,1.00,101M,59
ERR257715.24620245/1,1.88,101M,60
ERR257715.30606500/2,2.82,101M,60
ERR257715.24043184/1,2.82,101M,44
ERR257715.30606500/1,1.78,101M,60
ERR257715.24043184/2,1.00,101M,60
ERR257715.31565327/2,1.00,101M,60
ERR257715.31565327/1,2.02,101M,60
ERR257715.29230618/1,2.49,101M,55
ERR257715.3262884/1,2.49,101M,60
ERR257715.3262884/2,1.26,101M,56
ERR257715.29230618/2,1.71,101M,60
ERR257715.4521414/1,2.08,101M,60
ERR257715.4521414/2,1.69,101M,60
ERR257715.16176744/1,1.00,101M,60
ERR257715.16176744/2,1.00,101M,60
ERR257715.35182514/1,1.00,101M,60
ERR257715.35182514/2,1.00,101M,60
ERR257715.14795279/2,1.00,101M,60
ERR257715.14795279/1,1.00,101M,60
ERR257715.26120708/2,2.21,101M,60
ERR257715.16566372/2,2.27,101M,60
ERR257715.16566372/1,1.59,101M,60
ERR257715.26120708/1,1.00,101M,49
ERR257715.30721946/1,1.00,101M,60
